address,price,url,beds,baths,sqft,units,status,home_status,property_subtype,home_type,city,state,zipcode,latitude,longitude,zpid,monthly_rent,total_actual_rent,price_per_sqft,annual_property_tax,down_payment,loan_amount,monthly_mortgage_pi,monthly_taxes,monthly_insurance,monthly_vacancy,monthly_maintenance,monthly_management,monthly_capex,monthly_expenses,monthly_noi,monthly_cash_flow,cash_on_cash_return
"959 E Crescendo St, Meridian, ID 83642",699777,https://www.zillow.com/homedetails/959-E-Crescendo-St-Meridian-ID-83642/461761827_zpid/,3.0,3.0,2114,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549732,-116.381935,461761827,2000.0,2000.0,331.02034058656574,8397.324,139955.4,559821.6,3818.970165831044,699.777,204.10162499999998,100.0,100.0,160.0,100.0,5182.848790831044,636.121375,-3182.8487908310444,-27.290254959774707
"849 E Crescendo St, Meridian, ID 83642",704900,https://www.zillow.com/homedetails/849-E-Crescendo-St-Meridian-ID-83642/462433566_zpid/,4.0,3.0,2485,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549763,-116.38326,462433566,2000.0,2000.0,283.6619718309859,8458.8,140980.0,563920.0,3846.9284784928673,704.9,205.5958333333333,100.0,100.0,160.0,100.0,5217.4243118262,629.5041666666666,-3217.4243118262,-27.38621913882423
"2296 E Valensole St, Meridian, ID 83642",709900,https://www.zillow.com/homedetails/2296-E-Valensole-St-Meridian-ID-83642/339432950_zpid/,4.0,3.0,2667,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.5478,-116.36642,339432950,2000.0,2000.0,266.17922759655045,8518.8,141980.0,567920.0,3874.215529695115,709.9,207.05416666666665,100.0,100.0,160.0,100.0,5251.1696963617815,623.0458333333333,-3251.1696963617815,-27.478543707804885
"1122 N Roper Pl, Meridian, ID 83642",715000,https://www.zillow.com/homedetails/1122-N-Roper-Pl-Meridian-ID-83642/79627615_zpid/,4.0,3.0,2764,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.61463,-116.42894,79627615,2000.0,2000.0,258.6830680173661,8580.0,143000.0,572000.0,3902.048321921408,715.0,208.54166666666663,100.0,100.0,160.0,100.0,5285.589988588074,616.4583333333335,-3285.5899885880744,-27.571384519620203
"4135 W Cherry Ln, Meridian, ID 83642",720000,https://www.zillow.com/homedetails/4135-W-Cherry-Ln-Meridian-ID-83642/79618290_zpid/,,,,1,Active,FOR_SALE,,LOT,Meridian,ID,83642,43.619076,-116.44512,79618290,2000.0,2000.0,,8640.0,144000.0,576000.0,3929.335373123655,720.0,209.99999999999997,100.0,100.0,160.0,100.0,5319.335373123655,610.0,-3319.335373123655,-27.66112810936379
"934 E Escalation St, Meridian, ID 83642",724777,https://www.zillow.com/homedetails/934-E-Escalation-St-Meridian-ID-83642/461554012_zpid/,4.0,3.0,2707,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.548862,-116.38204,461554012,2000.0,2000.0,267.7417805688955,8697.324,144955.4,579821.6,3955.4054218422825,724.777,211.39329166666664,100.0,100.0,160.0,100.0,5351.575713508949,603.8297083333332,-3351.575713508949,-27.74571251716555
"3488 E Englehart Dr, Meridian, ID 83642",727000,https://www.zillow.com/homedetails/3488-E-Englehart-Dr-Meridian-ID-83642/462314393_zpid/,4.0,3.0,2237,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.540432,-116.350815,462314393,2000.0,2000.0,324.98882431828343,8724.0,145400.0,581600.0,3967.537244806802,727.0,212.04166666666663,100.0,100.0,160.0,100.0,5366.578911473469,600.9583333333335,-3366.578911473469,-27.784695280386263
"3298 S Cobble Pl, Meridian, ID 83642",729900,https://www.zillow.com/homedetails/3298-S-Cobble-Pl-Meridian-ID-83642/249556320_zpid/,3.0,3.0,2209,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.574657,-116.40792,249556320,2000.0,2000.0,330.4210049796288,8758.800000000001,145980.0,583920.0,3983.363734504105,729.9000000000001,212.88749999999996,100.0,100.0,160.0,100.0,5386.151234504106,597.2125000000001,-3386.1512345041056,-27.835193049766595
"6098 Palatino Way, Meridian, ID 83642",734000,https://www.zillow.com/homedetails/6098-Palatino-Way-Meridian-ID-83642/446308815_zpid/,5.0,3.0,2976,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549313,-116.35321,446308815,2000.0,2000.0,246.63978494623655,8808.0,146800.0,587200.0,4005.739116489948,734.0,214.0833333333333,100.0,100.0,160.0,100.0,5413.822449823281,591.9166666666667,-3413.822449823281,-27.905905584386492
"2935 E Renwick Ct, Meridian, ID 83642",735000,https://www.zillow.com/homedetails/2935-E-Renwick-Ct-Meridian-ID-83642/306076785_zpid/,3.0,3.0,2360,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.552055,-116.357765,306076785,2000.0,2000.0,311.4406779661017,8820.0,147000.0,588000.0,4011.1965267303976,735.0,214.37499999999997,100.0,100.0,160.0,100.0,5420.571526730398,590.625,-3420.5715267303976,-27.923032871268553
"The Owyhee RV Craftsman Plan, Caspian",744900,https://www.zillow.com/community/caspian/462449297_zpid/,5.0,3.0,2994,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.548054,-116.42801,462449297,2000.0,2000.0,248.79759519038078,8938.800000000001,148980.0,595920.0,4065.224888110848,744.9000000000001,217.26249999999996,100.0,100.0,160.0,100.0,5487.3873881108475,577.8375000000001,-3487.3873881108475,-28.09011186557267
"3384 S Cobble Pl, Meridian, ID 83642",749500,https://www.zillow.com/homedetails/3384-S-Cobble-Pl-Meridian-ID-83642/249556285_zpid/,3.0,3.0,2539,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.5738,-116.407814,249556285,2000.0,2000.0,295.1949586451359,8994.0,149900.0,599600.0,4090.328975216916,749.5,218.60416666666663,100.0,100.0,160.0,100.0,5518.433141883584,571.8958333333335,-3518.4331418835836,-28.16624263015544
"3297 E Englehart Dr, Meridian, ID 83642",749800,https://www.zillow.com/homedetails/3297-E-Englehart-Dr-Meridian-ID-83642/459185783_zpid/,4.0,3.0,2170,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.540432,-116.35331,459185783,2000.0,2000.0,345.5299539170507,8997.6,149960.0,599840.0,4091.9661982890507,749.8000000000001,218.69166666666663,100.0,100.0,160.0,100.0,5520.457864955717,571.5083333333332,-3520.457864955717,-28.17117523304121
"5643 S Snowden Ave, Meridian, ID 83642",749900,https://www.zillow.com/homedetails/5643-S-Snowden-Ave-Meridian-ID-83642/459185635_zpid/,3.0,3.0,2300,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.553204,-116.39331,459185635,2000.0,2000.0,326.04347826086956,8998.800000000001,149980.0,599920.0,4092.511939313096,749.9000000000001,218.7208333333333,100.0,100.0,160.0,100.0,5521.13277264643,571.3791666666666,-3521.1327726464297,-28.172818556979035
"2016 E Mainacht St, Meridian, ID 83642",749900,https://www.zillow.com/homedetails/2016-E-Mainacht-St-Meridian-ID-83642/441936841_zpid/,3.0,3.0,1940,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.549183,-116.36911,441936841,2000.0,2000.0,386.54639175257734,8998.800000000001,149980.0,599920.0,4092.511939313096,749.9000000000001,218.7208333333333,100.0,100.0,160.0,100.0,5521.13277264643,571.3791666666666,-3521.1327726464297,-28.172818556979035
"1168 W Karluk River Dr, Meridian, ID 83642",749995,https://www.zillow.com/homedetails/1168-W-Karluk-River-Dr-Meridian-ID-83642/124754524_zpid/,4.0,3.0,2921,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.581165,-116.40823,124754524,2000.0,2000.0,256.75967134542964,8999.94,149999.0,599996.0,4093.0303932859383,749.995,218.74854166666663,100.0,100.0,160.0,100.0,5521.7739349526055,571.2564583333333,-3521.7739349526055,-28.17437930881624
"3542 Capulet Way, Meridian, ID 83642",750000,https://www.zillow.com/homedetails/3542-Capulet-Way-Meridian-ID-83642/447666664_zpid/,5.0,3.0,3077,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.572952,-116.36033,447666664,2000.0,2000.0,243.74390640233995,9000.0,150000.0,600000.0,4093.0576803371405,750.0,218.74999999999997,100.0,100.0,160.0,100.0,5521.8076803371405,571.25,-3521.8076803371405,-28.174461442697122
"3816 E Fratello St, Meridian, ID 83642",759900,https://www.zillow.com/homedetails/3816-E-Fratello-St-Meridian-ID-83642/331266834_zpid/,3.0,3.0,2571,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.565453,-116.346756,331266834,2000.0,2000.0,295.5659276546091,9118.800000000001,151980.0,607920.0,4147.086041717591,759.9000000000001,221.63749999999996,100.0,100.0,160.0,100.0,5588.623541717591,558.4625000000001,-3588.6235417175913,-28.334966772345766
"1112 E Wrightwood Dr, Meridian, ID 83642",759900,https://www.zillow.com/homedetails/1112-E-Wrightwood-Dr-Meridian-ID-83642/122145813_zpid/,4.0,3.0,2766,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.566425,-116.38046,122145813,2000.0,2000.0,274.7288503253796,9118.800000000001,151980.0,607920.0,4147.086041717591,759.9000000000001,221.63749999999996,100.0,100.0,160.0,100.0,5588.623541717591,558.4625000000001,-3588.6235417175913,-28.334966772345766
"2482 E Taormina Dr, Meridian, ID 83642",774900,https://www.zillow.com/homedetails/2482-E-Taormina-Dr-Meridian-ID-83642/124029254_zpid/,5.0,4.0,3015,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.563427,-116.36324,124029254,2000.0,2000.0,257.0149253731343,9298.800000000001,154980.0,619920.0,4228.947195324334,774.9000000000001,226.01249999999996,100.0,100.0,160.0,100.0,5689.859695324333,539.0875000000001,-3689.859695324333,-28.57034220150471
"2892 E Lawton Dr, Meridian, ID 83642",774900,https://www.zillow.com/homedetails/2892-E-Lawton-Dr-Meridian-ID-83642/306076905_zpid/,3.0,3.0,2617,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55339,-116.35832,306076905,2000.0,2000.0,296.102407336645,9298.800000000001,154980.0,619920.0,4228.947195324334,774.9000000000001,226.01249999999996,100.0,100.0,160.0,100.0,5689.859695324333,539.0875000000001,-3689.859695324333,-28.57034220150471
"3106 E Lawton Dr, Meridian, ID 83642",779900,https://www.zillow.com/homedetails/3106-E-Lawton-Dr-Meridian-ID-83642/2056781944_zpid/,4.0,3.0,2669,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55315,-116.35591,2056781944,2000.0,2000.0,292.2068190333458,9358.800000000001,155980.0,623920.0,4256.234246526581,779.9000000000001,227.4708333333333,100.0,100.0,160.0,100.0,5723.6050798599135,532.6291666666666,-3723.6050798599135,-28.646788664135762
"4306 S Dazzle Ave, Meridian, ID 83642",789900,https://www.zillow.com/homedetails/4306-S-Dazzle-Ave-Meridian-ID-83642/122259592_zpid/,4.0,3.0,2700,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.56549,-116.37662,122259592,2000.0,2000.0,292.55555555555554,9478.800000000001,157980.0,631920.0,4310.808348931077,789.9000000000001,230.38749999999996,100.0,100.0,160.0,100.0,5791.095848931077,519.7125000000001,-3791.095848931077,-28.796778191652695
"1289 W Christopher Dr, Meridian, ID 83642",795000,https://www.zillow.com/homedetails/1289-W-Christopher-Dr-Meridian-ID-83642/124755158_zpid/,6.0,5.0,3051,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.584335,-116.40962,124755158,2000.0,2000.0,260.57030481809244,9540.0,159000.0,636000.0,4338.641141157369,795.0,231.87499999999997,100.0,100.0,160.0,100.0,5825.516141157369,513.125,-3825.516141157369,-28.871819933263165
"3882 S Arno Ave, Meridian, ID 83642",799900,https://www.zillow.com/homedetails/3882-S-Arno-Ave-Meridian-ID-83642/79595984_zpid/,4.0,3.0,3159,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.56928,-116.373436,79595984,2000.0,2000.0,253.213042101931,9598.800000000001,159980.0,639920.0,4365.382451335572,799.9000000000001,233.30416666666665,100.0,100.0,160.0,100.0,5858.5866180022385,506.79583333333335,-3858.5866180022385,-28.943017512205817
"4731 S Abbot Way, Meridian, ID 83642",799990,https://www.zillow.com/homedetails/4731-S-Abbot-Way-Meridian-ID-83642/336013707_zpid/,4.0,3.0,2745,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.561516,-116.36322,336013707,2000.0,2000.0,291.43533697632057,9599.880000000001,159998.0,639992.0,4365.873618257212,799.9900000000001,233.33041666666665,100.0,100.0,160.0,100.0,5859.1940349238785,506.6795833333333,-3859.1940349238785,-28.94431706589241
"1026 E Crescendo St, Meridian, ID 83642",814500,https://www.zillow.com/homedetails/1026-E-Crescendo-St-Meridian-ID-83642/456986595_zpid/,4.0,4.0,3020,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.550064,-116.38097,456986595,2000.0,2000.0,269.70198675496687,9774.0,162900.0,651600.0,4445.060640846134,814.5,237.56249999999997,100.0,100.0,160.0,100.0,5957.123140846134,487.9375,-3957.1231408461344,-29.150078385606882
"3528 E Rockhampton St, Meridian, ID 83642",815000,https://www.zillow.com/homedetails/3528-E-Rockhampton-St-Meridian-ID-83642/246647228_zpid/,4.0,3.0,3242,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.557316,-116.350365,246647228,2000.0,2000.0,251.3880320789636,9780.0,163000.0,652000.0,4447.78934596636,815.0,237.7083333333333,100.0,100.0,160.0,100.0,5960.497679299693,487.29166666666674,-3960.497679299693,-29.15703812981369
"3483 S Grenze Way, Meridian, ID 83642",820000,https://www.zillow.com/homedetails/3483-S-Grenze-Way-Meridian-ID-83642/331268140_zpid/,4.0,3.0,2906,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.573147,-116.40072,331268140,2000.0,2000.0,282.17481073640744,9840.0,164000.0,656000.0,4475.076397168607,820.0,239.16666666666663,100.0,100.0,160.0,100.0,5994.243063835274,480.8333333333335,-3994.2430638352744,-29.2261687597703
"3873 E Mardia St, Meridian, ID 83642",824777,https://www.zillow.com/homedetails/3873-E-Mardia-St-Meridian-ID-83642/336014431_zpid/,3.0,3.0,2560,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.550392,-116.346016,336014431,2000.0,2000.0,322.178515625,9897.324,164955.40000000002,659821.6,4501.146445887234,824.777,240.5599583333333,100.0,100.0,160.0,100.0,6026.4834042205675,474.6630416666667,-4026.4834042205675,-29.29143323022272
"Shadow Creek Plan, Oakwood Estates",830000,https://www.zillow.com/community/oakwood-estates/459867140_zpid/,3.0,3.0,2803,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.571537,-116.403824,459867140,2000.0,2000.0,296.11130931145203,9960.0,166000.0,664000.0,4529.650499573103,830.0,242.0833333333333,100.0,100.0,160.0,100.0,6061.733832906436,467.91666666666674,-4061.733832906436,-29.361931322215195
"5929 S Pioneer Trail Way, Meridian, ID 83642",839900,https://www.zillow.com/homedetails/5929-S-Pioneer-Trail-Way-Meridian-ID-83642/2061916775_zpid/,4.0,3.0,2925,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.550514,-116.35965,2061916775,2000.0,2000.0,287.14529914529913,10078.800000000001,167980.0,671920.0,4583.678860953553,839.9000000000001,244.9708333333333,100.0,100.0,160.0,100.0,6128.549694286887,455.1291666666666,-4128.549694286887,-29.49315176297335
"5576 S Rosalia Way, Meridian, ID 83642",839900,https://www.zillow.com/homedetails/5576-S-Rosalia-Way-Meridian-ID-83642/338345678_zpid/,5.0,4.0,3380,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55423,-116.35603,338345678,2000.0,2000.0,248.49112426035504,10078.800000000001,167980.0,671920.0,4583.678860953553,839.9000000000001,244.9708333333333,100.0,100.0,160.0,100.0,6128.549694286887,455.1291666666666,-4128.549694286887,-29.49315176297335
"6121 S Cubola Way, Meridian, ID 83642",848900,https://www.zillow.com/homedetails/6121-S-Cubola-Way-Meridian-ID-83642/2063180636_zpid/,4.0,3.0,2938,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.54851,-116.35668,2063180636,2000.0,2000.0,288.9380530973451,10186.800000000001,169780.0,679120.0,4632.7955531175985,848.9000000000001,247.5958333333333,100.0,100.0,160.0,100.0,6189.291386450932,443.5041666666666,-4189.291386450932,-29.60978715832912
"641 E Crest Ridge Dr, Meridian, ID 83642",850000,https://www.zillow.com/homedetails/641-E-Crest-Ridge-Dr-Meridian-ID-83642/246647619_zpid/,5.0,3.0,3030,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.565796,-116.38628,246647619,2000.0,2000.0,280.52805280528054,10200.0,170000.0,680000.0,4638.798704382093,850.0,247.91666666666663,100.0,100.0,160.0,100.0,6196.71537104876,442.0833333333335,-4196.71537104876,-29.62387320740301
"5562 S Zaivcla Ave, Meridian, ID 83642",854500,https://www.zillow.com/homedetails/5562-S-Zaivcla-Ave-Meridian-ID-83642/338343522_zpid/,4.0,4.0,3380,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.554363,-116.35503,338343522,2000.0,2000.0,252.81065088757396,10254.0,170900.0,683600.0,4663.357050464116,854.5,249.22916666666663,100.0,100.0,160.0,100.0,6227.086217130783,436.2708333333335,-4227.086217130783,-29.681120307530367
"Sherwood RV Plan, Oakwood Estates",869000,https://www.zillow.com/community/oakwood-estates/446645001_zpid/,4.0,4.0,2808,1,New construction,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.571537,-116.403824,446645001,2000.0,2000.0,309.47293447293447,10428.0,173800.0,695200.0,4742.489498950634,869.0,253.4583333333333,100.0,100.0,160.0,100.0,6324.947832283967,417.54166666666674,-4324.947832283967,-29.861550050292056
"2888 E Mardia St, Meridian, ID 83642",869700,https://www.zillow.com/homedetails/2888-E-Mardia-St-Meridian-ID-83642/461317521_zpid/,3.0,3.0,2856,1,Active,FOR_SALE,,SINGLE_FAMILY,Meridian,ID,83642,43.55091,-116.35562,461317521,2000.0,2000.0,304.51680672268907,10436.4,173940.0,695760.0,4746.309686118949,869.6999999999999,253.6625,100.0,100.0,160.0,100.0,6329.672186118949,416.63750000000005,-4329.672186118949,-29.870108217447044
